target,slug,county_code,county_name,district_code,school_code,charter_code,ada,high_needs,y201415,y201516,y202021,floor_targ_caveat
Synergy,synergy,07,Contra Costa,76810,0125815,1372,182,0.77,7372,8644,10864,FALSE
Synergy Charter Academy,synergy-charter-academy,19,Los Angeles,64733,0106427,0636,307,0.94,7690,8940,11168,FALSE
Synergy Kinetic Academy,synergy-kinetic-academy,19,Los Angeles,64733,0117895,1014,459,0.95,7573,8704,10783,FALSE
Synergy Quantum Academy,synergy-quantum-academy,19,Los Angeles,64733,0124560,1299,566,0.96,8847,10344,12974,FALSE
Taft City,taft-city,15,Kern,63800,0000000,,1979,0.84,7839,9006,11134,FALSE
Taft T. Newman Leadership Academy,taft-t-newman-leadership-academy,36,San Bernardino,67876,0126706,1437,99,0.93,7654,9110,11571,FALSE
Taylion High Desert Academy/Adelanto,taylion-high-desert-academy-adelanto,36,San Bernardino,67587,0128462,1520,518,0.70,8146,9280,11423,FALSE
Taylion San Diego Academy,taylion-san-diego-academy,37,San Diego,68437,0128470,1559,134,0.73,7650,9212,11791,FALSE
TEACH Academy of Technologies,teach-academy-of-technologies,19,Los Angeles,64733,0122242,1206,231,0.96,7526,8679,10778,FALSE
TEACH Tech Charter high,teach-tech-charter-high,19,Los Angeles,64733,0129627,1658,86,0.90,9343,10522,12840,FALSE
TEAM Charter,team-charter,39,San Joaquin,68676,0124958,1360,418,0.92,7586,9057,11526,FALSE
Tehachapi Unified,tehachapi-unified,15,Kern,63826,0000000,,4018,0.41,7142,7978,9655,FALSE
Tehama eLearning Academy,tehama-elearning-academy,52,Tehama,10520,6119671,0430,103,0.71,8121,9338,11572,FALSE
Temecula Preparatory,temecula-preparatory,33,Riverside,75192,3330917,0284,994,0.10,6769,7418,8864,FALSE
Temecula Valley Charter,temecula-valley-charter,33,Riverside,75192,6112551,0065,495,0.22,6591,7241,8668,FALSE
Temecula Valley Unified,temecula-valley-unified,33,Riverside,75192,0000000,,27289,0.24,6784,7585,9204,FALSE
Temple City Unified,temple-city-unified,19,Los Angeles,65052,0000000,,5822,0.50,7089,8004,9777,FALSE
Templeton Unified,templeton-unified,40,San Luis Obispo,68841,0000000,,2400,0.20,6952,7675,9216,FALSE
Terra Bella Union Elementary,terra-bella-union-elementary,54,Tulare,72199,0000000,,909,1.00,8138,9567,12026,FALSE
The Academy,the-academy,30,Orange,10306,0126037,1419,256,0.75,8044,9582,12176,FALSE
The Academy of Alameda,the-academy-of-alameda,01,Alameda,61119,0122085,1181,485,0.48,6767,7420,8870,FALSE
The Education Corps,the-education-corps,14,Inyo,10140,0128447,1594,311,1.00,9340,10610,13033,FALSE
The Heights Charter,the-heights-charter,37,San Diego,68049,0127118,1488,169,0.17,6466,7125,8550,FALSE
The Language Academy of Sacramento,the-language-academy-of-sacramento,34,Sacramento,67439,0106898,0640,498,0.79,7497,8469,10359,FALSE
The MET,the-met,34,Sacramento,67439,0101907,0586,292,0.54,7880,8847,10772,FALSE
The O'Farrell Charter,the-ofarrell-charter,37,San Diego,68338,6061964,0048,1391,0.85,7493,8467,10359,FALSE
Thermalito Union Elementary,thermalito-union-elementary,04,Butte,61549,0000000,,1335,0.87,7895,9125,11329,FALSE
Three Rivers Charter,three-rivers-charter,23,Mendocino,65565,0123737,1275,108,0.57,6962,7814,9511,FALSE
Three Rivers Union Elementary,three-rivers-union-elementary,54,Tulare,72207,0000000,,150,0.43,6915,7648,9186,FALSE
Thrive Public School,thrive-public-school,37,San Diego,76901,0131193,1696,47,0.58,7630,8096,9421,FALSE
Tierra Linda Middle,tierra-linda-middle,41,San Mateo,69021,6044770,0329,619,0.11,6338,6908,8217,FALSE
Tierra Pacifica Charter,tierra-pacifica-charter,44,Santa Cruz,69765,0100388,0513,143,0.19,6666,7248,8606,FALSE
Tipton Elementary,tipton-elementary,54,Tulare,72215,0000000,,594,0.98,8700,9802,11942,FALSE
Today's Fresh Start Charter,todays-fresh-start-charter,19,Los Angeles,76737,0102020,0597,769,0.97,8106,9255,11411,FALSE
Today's Fresh Start Charter School Inglewood,todays-fresh-start-charter-school-inglewood,19,Los Angeles,64634,0119552,1075,350,0.92,7594,8974,11339,FALSE
Topanga Learn-Charter Elementary,topanga-learn-charter-elementary,19,Los Angeles,64733,6019525,0230,291,0.05,6368,7070,8533,FALSE
Topeka Charter School For Advanced Studies,topeka-charter-school-for-advanced-studies,19,Los Angeles,64733,6019533,1475,522,0.42,6638,7492,9157,FALSE
Torrance Unified,torrance-unified,19,Los Angeles,65060,0000000,,23474,0.37,7311,8152,9546,FALSE
Tracy Joint Unified,tracy-joint-unified,39,San Joaquin,75499,0000000,,15306,0.55,7347,8179,9886,FALSE
Traver Joint Elementary,traver-joint-elementary,54,Tulare,72223,0000000,,226,0.96,8144,9559,11990,FALSE
Travis Unified,travis-unified,48,Solano,70565,0000000,,5360,0.34,6881,7748,9443,FALSE
Tree of Life Charter,tree-of-life-charter,23,Mendocino,65615,6117386,0276,96,0.52,6953,7743,9368,FALSE
Tres Pinos Union Elementary,tres-pinos-union-elementary,35,San Benito,67561,0000000,,137,0.15,6613,7200,8552,FALSE
Trillium Charter,trillium-charter,12,Humboldt,62976,0115154,0891,42,0.80,7388,8138,9764,FALSE
Trinidad Union Elementary,trinidad-union-elementary,12,Humboldt,63057,0000000,,164,0.58,7673,8171,9468,FALSE
Trinity Alps Unified,trinity-alps-unified,53,Trinity,76513,0000000,,664,0.57,8853,9398,10747,FALSE
Trivium Charter,trivium-charter,42,Santa Barbara,69112,0124255,1319,569,0.34,6710,7455,9004,FALSE
Trona Joint Unified,trona-joint-unified,36,San Bernardino,67892,0000000,,237,0.71,11377,12042,13838,FALSE
Tulare City,tulare-city,54,Tulare,72231,0000000,,9295,0.81,7407,8616,10763,FALSE
Tulare Joint Union High,tulare-joint-union-high,54,Tulare,72249,0000000,,5042,0.73,8985,10022,12129,FALSE
Tulelake Basin Joint Unified,tulelake-basin-joint-unified,25,Modoc,73593,0000000,,461,0.80,10173,10826,12593,FALSE
Turlock Unified,turlock-unified,50,Stanislaus,75739,0000000,,13383,0.67,7554,8585,10539,FALSE
Tustin Unified,tustin-unified,30,Orange,73643,0000000,,23427,0.45,6971,7857,9587,FALSE
Twin Hills Charter Middle,twin-hills-charter-middle,49,Sonoma,70961,6052302,0904,328,0.21,6454,7062,8428,FALSE
Twin Hills Union Elementary,twin-hills-union-elementary,49,Sonoma,70961,0000000,,437,0.27,7355,7842,8841,FALSE
Twin Ridges Elementary,twin-ridges-elementary,29,Nevada,66415,0000000,,94,0.88,10979,11486,13127,FALSE
Twin Ridges Home Study Charter,twin-ridges-home-study-charter,29,Nevada,10298,0126227,1428,117,0.60,6801,7680,9391,FALSE
Twin Rivers Charter,twin-rivers-charter,51,Sutter,71464,0107318,0639,399,0.50,6941,7612,9100,FALSE
Twin Rivers Unified,twin-rivers-unified,34,Sacramento,76505,0000000,,22897,0.88,8904,9978,12087,FALSE
Two Rock Union,two-rock-union,49,Sonoma,70979,0000000,,172,0.49,6839,7588,9155,FALSE
Ukiah Unified,ukiah-unified,23,Mendocino,65615,0000000,,5414,0.79,7944,9113,11261,FALSE
Uncharted Shores Academy,uncharted-shores-academy,08,Del Norte,10082,0114116,0859,132,0.75,7101,8082,9940,FALSE
Union Elementary,union-elementary,43,Santa Clara,69708,0000000,,5411,0.21,6460,7163,8637,FALSE
Union Hill Elementary,union-hill-elementary,29,Nevada,66407,6027197,1576,465,0.34,6806,7470,8936,FALSE
Union Street Charter,union-street-charter,12,Humboldt,62679,0111708,0769,95,0.10,6955,7443,8570,FALSE
University Charter Middle School at CSU Channel Islands,university-charter-middle-school-at-csu-channel-islands,56,Ventura,72553,0111690,0771,240,0.58,6759,7555,9167,FALSE
University High,university-high,10,Fresno,62166,0114553,0890,472,0.10,7484,8254,9911,FALSE
University Preparation School at CSU Channel Islands,university-preparation-school-at-csu-channel-islands,56,Ventura,72553,6120620,0464,477,0.60,7202,7983,9624,FALSE
University Preparatory,university-preparatory,45,Shasta,70136,0106013,0612,902,0.15,6979,7662,9168,FALSE
University Preparatory Academy Charter,university-preparatory-academy-charter,43,Santa Clara,10439,0113431,0844,557,0.19,7223,7960,9552,FALSE
University Preparatory High,university-preparatory-high,54,Tulare,10546,0119602,1076,227,0.45,7818,8729,10583,FALSE
Upland Unified,upland-unified,36,San Bernardino,75069,0000000,,11321,0.57,7116,8049,9859,FALSE
Upper Lake Union Elementary,upper-lake-union-elementary,17,Lake,64063,0000000,,494,0.88,7837,9151,11436,FALSE
Upper Lake Union High,upper-lake-union-high,17,Lake,64071,0000000,,265,0.94,9897,11231,13752,FALSE
Urban Corps of San Diego County Charter,urban-corps-of-san-diego-county-charter,26,Mono,10264,0124990,1355,228,1.00,8344,9673,12060,FALSE
Urban Discovery Academy Charter,urban-discovery-academy-charter,37,San Diego,68338,0118000,1008,345,0.28,6703,7343,8770,FALSE
Urban Montessori Charter,urban-montessori-charter,01,Alameda,10017,0125567,1383,260,0.42,6742,7592,9264,FALSE
USC Hybrid High,usc-hybrid-high,19,Los Angeles,64733,0125864,1401,324,0.84,8683,10154,12738,FALSE
Vacaville Unified,vacaville-unified,48,Solano,70573,0000000,,10878,0.40,7066,7914,9603,FALSE
Val Verde Unified,val-verde-unified,33,Riverside,75242,0000000,,19059,0.83,7676,9075,11466,FALSE
Valle Lindo Elementary,valle-lindo-elementary,19,Los Angeles,65078,0000000,,1184,0.87,7517,8851,11151,FALSE
Vallecitos Elementary,vallecitos-elementary,37,San Diego,68437,0000000,,192,0.93,8070,9250,11435,FALSE
Vallejo Charter,vallejo-charter,48,Solano,70581,0115469,0940,478,0.52,6593,7451,9118,FALSE
Vallejo City Unified,vallejo-city-unified,48,Solano,70581,0000000,,12837,0.78,7919,9097,11249,FALSE
Valley Arts and Science Academy (VASA),valley-arts-and-science-academy-vasa,10,Fresno,62166,0111633,0792,228,0.87,7852,9016,11163,FALSE
Valley Center-Pauma Unified,valley-center-pauma-unified,37,San Diego,75614,0000000,,3985,0.54,7501,8277,9917,FALSE
Valley Charter Elementary,valley-charter-elementary,19,Los Angeles,64733,0122754,1237,254,0.30,6571,7341,8904,FALSE
Valley Charter High,valley-charter-high,50,Stanislaus,10504,5030234,0172,229,0.45,7770,8707,10586,FALSE
Valley Charter Middle,valley-charter-middle,19,Los Angeles,64733,0122838,1238,170,0.56,6745,7479,9020,FALSE
Valley Home Joint Elementary,valley-home-joint-elementary,50,Stanislaus,71324,0000000,,148,0.50,7376,8098,9640,FALSE
Valley Life Charter,valley-life-charter,54,Tulare,10546,0124057,1293,577,0.33,6642,7407,8972,FALSE
Valley Oak Charter,valley-oak-charter,56,Ventura,72520,5630405,0501,63,0.13,6636,7443,9054,FALSE
Valley Oaks Charter,valley-oaks-charter,15,Kern,10157,1530492,0332,1230,0.31,6765,7558,9169,FALSE
Valley Prep 6-8,valley-prep-6-8,19,Los Angeles,75309,0130922,1671,81,0.69,8505,8670,9742,FALSE
Valley Prep Academy 9-12,valley-prep-academy-9-12,19,Los Angeles,75309,0130898,1672,207,0.31,8658,9009,10310,FALSE
Valley Prep K-5,valley-prep-k-5,19,Los Angeles,75309,0130914,1670,97,0.85,8844,9419,10995,FALSE
Valley Preparatory Academy Charter,valley-preparatory-academy-charter,10,Fresno,62166,0106740,0662,343,0.82,7428,8686,10896,FALSE
Valor Academy Charter,valor-academy-charter,19,Los Angeles,64733,0120022,1095,470,0.88,7308,8497,10615,FALSE
Valor Academy Charter High,valor-academy-charter-high,19,Los Angeles,64733,0127894,1539,204,0.91,9279,10500,12858,FALSE
Van Gogh Charter,van-gogh-charter,19,Los Angeles,64733,6019673,1479,480,0.25,6485,7261,8822,FALSE
Vantage Point Charter,vantage-point-charter,29,Nevada,76877,6111371,0024,54,0.58,7653,8561,10395,FALSE
Vaughn Next Century Learning Center,vaughn-next-century-learning-center,19,Los Angeles,64733,6019715,0016,2662,0.98,8133,9338,11561,FALSE
Ventura Charter School of Arts and Global Education,ventura-charter-school-of-arts-and-global-education,56,Ventura,10561,0112417,0805,419,0.30,6719,7389,8852,FALSE
Ventura Unified,ventura-unified,56,Ventura,72652,0000000,,16937,0.51,7312,8096,9741,FALSE
Venture Academy,venture-academy,39,San Joaquin,10397,3930476,0423,1634,0.65,7655,8730,10753,FALSE
Victor Elementary,victor-elementary,36,San Bernardino,67918,0000000,,11294,0.86,7346,8766,11146,FALSE
Victor Valley Union High,victor-valley-union-high,36,San Bernardino,67934,0000000,,9009,0.85,8556,9948,12413,FALSE
View Park Preparatory Accelerated Charter,view-park-preparatory-accelerated-charter,19,Los Angeles,64733,6117048,0190,523,0.72,7314,8352,10299,FALSE
View Park Preparatory Accelerated Charter Middle,view-park-preparatory-accelerated-charter-middle,19,Los Angeles,64733,6121081,0506,325,0.79,7118,8273,10332,FALSE
View Park Preparatory Accelerated High,view-park-preparatory-accelerated-high,19,Los Angeles,64733,0101196,0543,636,0.67,8191,9399,11631,FALSE
Village,village,43,Santa Clara,69393,0106005,0817,257,0.14,6408,7140,8642,FALSE
Village Charter,village-charter,49,Sonoma,75358,0114934,0912,98,0.28,7008,7507,8806,FALSE
Village Charter Academy,village-charter-academy,19,Los Angeles,64733,0129866,1639,134,0.82,8878,9495,11123,FALSE
Village Elementary Charter,village-elementary-charter,49,Sonoma,70896,6052070,1257,406,0.54,6743,7575,9225,FALSE
Vincent Academy,vincent-academy,01,Alameda,61259,0123711,1271,135,0.91,7402,8761,11083,FALSE
Vineland Elementary,vineland-elementary,15,Kern,63834,0000000,,766,1.00,8028,9490,11979,FALSE
Visalia Charter Independent Study,visalia-charter-independent-study,54,Tulare,72256,0109751,0720,535,0.68,8161,9359,11576,FALSE
Visalia Technical Early College,visalia-technical-early-college,54,Tulare,72256,0120659,1128,197,0.62,8191,9225,11257,FALSE
Visalia Unified,visalia-unified,54,Tulare,72256,0000000,,26063,0.67,7483,8544,10522,FALSE
Visions In Education,visions-in-education,34,Sacramento,67447,3430717,0248,4752,0.52,7191,8072,9826,FALSE
Vista Charter Middle,vista-charter-middle,19,Los Angeles,64733,0122739,1234,396,0.95,7574,8702,10778,FALSE
Vista Oaks Charter,vista-oaks-charter,07,Contra Costa,61663,0130930,1684,408,0.39,7383,7989,9449,FALSE
Vista Real Charter High,vista-real-charter-high,56,Ventura,10561,0109900,0735,994,0.78,8532,9910,12371,FALSE
Vista Unified,vista-unified,37,San Diego,68452,0000000,,21356,0.64,7618,8606,10505,FALSE
Vivian Banks Charter,vivian-banks-charter,37,San Diego,76851,6113468,0104,95,0.84,7160,8069,9851,FALSE
Voices College-Bound Language Academy,voices-college-bound-language-academy,43,Santa Clara,69450,0113662,0846,428,0.80,7379,8559,10674,FALSE
W. E. B. DuBois Public Charter,w-e-b-dubois-public-charter,10,Fresno,76778,1030774,0270,350,0.99,8565,9967,12459,FALSE
Walden Academy,walden-academy,11,Glenn,10116,0124909,1350,149,0.33,6610,7356,8895,FALSE
Wallis Annenberg High,wallis-annenberg-high,19,Los Angeles,64733,0100750,0538,447,0.96,8825,10330,12967,FALSE
Walnut Creek Elementary,walnut-creek-elementary,07,Contra Costa,61812,0000000,,3492,0.19,6514,7174,8605,FALSE
Walnut Valley Unified,walnut-valley-unified,19,Los Angeles,73460,0000000,,14304,0.23,7040,7790,9366,FALSE
Walter L. Bachrodt Elementary,walter-l-bachrodt-elementary,43,Santa Clara,69666,6048730,0980,664,0.72,6915,7835,9605,FALSE
Warner Unified,warner-unified,37,San Diego,75416,0000000,,213,0.83,11152,12211,14481,FALSE
Wasco Union Elementary,wasco-union-elementary,15,Kern,63842,0000000,,3483,0.92,7605,9025,11430,FALSE
Wasco Union High,wasco-union-high,15,Kern,63859,0000000,,1651,0.81,9714,10664,12739,FALSE
Washington Colony Elementary,washington-colony-elementary,10,Fresno,62513,0000000,,411,0.87,7733,9001,11237,FALSE
Washington Unified,washington-unified,57,Yolo,72694,0000000,,7294,0.70,7537,8624,10643,FALSE
Washington Unified,washington-unified,57,Yolo,72694,0000000,,2472,0.93,9490,8624,10643,FALSE
Washington Union Elementary,washington-union-elementary,27,Monterey,66233,0000000,,912,0.08,6635,7259,8639,FALSE
Waterford Unified,waterford-unified,50,Stanislaus,75572,0000000,,1734,0.78,8068,9228,11371,FALSE
Watsonville Charter School of the Arts,watsonville-charter-school-of-the-arts,44,Santa Cruz,69799,6119077,0373,286,0.63,7292,8087,9752,FALSE
Watts Learning Center,watts-learning-center,19,Los Angeles,64733,6114912,0131,337,0.95,8189,9205,11216,FALSE
Watts Learning Center Charter Middle,watts-learning-center-charter-middle,19,Los Angeles,64733,0120527,1141,330,0.97,7482,8697,10864,FALSE
Waugh Elementary,waugh-elementary,49,Sonoma,70995,0000000,,913,0.21,6715,7302,8671,FALSE
Waukena Joint Union Elementary,waukena-joint-union-elementary,54,Tulare,72264,0000000,,247,0.86,7550,8928,11259,FALSE
Weaver Union Elementary,weaver-union-elementary,24,Merced,65862,0000000,,2663,0.90,7683,9035,11366,FALSE
Weed Union Elementary,weed-union-elementary,47,Siskiyou,70482,0000000,,232,0.91,8439,9454,11471,FALSE
Weimar Hills Charter,weimar-hills-charter,31,Placer,66886,0122531,1219,272,0.30,6551,7184,8589,FALSE
Welby Way Elementary Charter,welby-way-elementary-charter,19,Los Angeles,64733,6019855,1349,795,0.14,6396,7107,8584,FALSE
West Contra Costa Unified,west-contra-costa-unified,07,Contra Costa,61796,0000000,,27743,0.75,7809,8949,11045,FALSE
West Covina Unified,west-covina-unified,19,Los Angeles,65094,0000000,,9010,0.75,7826,8968,11078,FALSE
West Park Charter Academy,west-park-charter-academy,10,Fresno,62539,6112387,0044,246,0.83,8377,9823,12346,FALSE
West Park Elementary,west-park-elementary,10,Fresno,62539,0000000,,349,0.94,8061,9445,11829,FALSE
West Sacramento Early College Prep Charter,west-sacramento-early-college-prep-charter,57,Yolo,72694,0115329,0907,137,0.71,7987,9073,11145,FALSE
West Side Union Elementary,west-side-union-elementary,49,Sonoma,71001,0000000,,160,0.29,6547,7349,8931,FALSE
West Sonoma County Union High,west-sonoma-county-union-high,49,Sonoma,70607,0000000,,2042,0.27,7728,8521,10230,FALSE
Westchester Secondary Charter,westchester-secondary-charter,19,Los Angeles,10199,0127274,1495,271,0.43,8026,8210,9254,FALSE
Western Center Academy,western-center-academy,33,Riverside,67082,0120675,1144,461,0.25,6617,7326,8824,FALSE
Western Placer Unified,western-placer-unified,31,Placer,66951,0000000,,6448,0.37,6856,7687,9343,FALSE
Western Sierra Collegiate Academy,western-sierra-collegiate-academy,31,Placer,75085,0119487,1071,691,0.09,6979,7654,9142,FALSE
Westlake Charter,westlake-charter,34,Sacramento,75283,0108860,0711,645,0.32,6697,7415,8932,FALSE
Westlake Charter Middle,westlake-charter-middle,34,Sacramento,75283,0124594,1305,216,0.47,6636,7346,8847,FALSE
Westminster,westminster,30,Orange,66746,0000000,,9545,0.76,7415,8517,10538,FALSE
Westmorland Union Elementary,westmorland-union-elementary,13,Imperial,63230,0000000,,360,0.95,8079,9401,11731,FALSE
Westside Elementary,westside-elementary,10,Fresno,62547,0000000,,230,0.99,9027,10410,12825,FALSE
Westside Innovative School House,westside-innovative-school-house,19,Los Angeles,64733,0121012,1149,448,0.23,6521,7243,8745,FALSE
Westside Preparatory Charter,westside-preparatory-charter,34,Sacramento,76505,6112643,0073,378,0.76,7197,8292,10292,FALSE
Westside Union Elementary,westside-union-elementary,19,Los Angeles,65102,0000000,,8631,0.44,6484,7372,9056,FALSE
Westwood Charter,westwood-charter,18,Lassen,64204,1830132,0399,190,0.72,8120,9287,11464,FALSE
Westwood Charter Elementary,westwood-charter-elementary,19,Los Angeles,64733,6019939,0031,850,0.13,6412,7146,8651,FALSE
Westwood Unified,westwood-unified,18,Lassen,64204,0000000,,177,0.68,10775,11218,12815,FALSE
Wheatland Charter Academy,wheatland-charter-academy,58,Yuba,72751,6118806,0370,88,0.49,7182,7817,9288,FALSE
